模型名称：数据导出 
合约名称：IF下月   
测试时间：2014-05-23 -- 2014-07-04 
测试周期：1分钟 
测试模式：实战模式 
开仓时使用的资金比率：100% 
最大开仓手数：1000 
保证金比率：1% 
单位：300元/点 
手续费：0.00‰ 
---------------------------------- 
  测试天数：		42		  测试周期数：	8000 
  指令总数：		8000		  平均交易周期：1 
  初始资金：		100000		  最终权益：	76602 
  总收益率(盈利/初始资金)：	-23.40%	  盈利：	-23397.97 
  扣除最大盈利后收益率：	-27.90% 
  扣除最大亏损后收益率：	-21.18% 
 
  可靠性(胜率)：	55.38%		  成交额：	10291701760 
  期望收益(平均R乘数)：	0.00R		  总手续费：	0 
 
  总交易次数：		8000		 
  盈利次数比例：	43.80%		  亏损次数比例：	44.61% 
  平均利润率：		-0.00%		  平均每次盈利：	-3 
  标准离差率：		-10178.8%		  标准离差：		297.71 
  多头次数：		4000		  空头次数：		3999 
  多头盈利次数：	1724		  空头盈利次数：	1780 
 
  盈利次数：		3504		  亏损次数：	3569 
  总盈利：		813128(813.13%)	  总亏损：	-836526(-836.53%) 
  平均盈利率：		282(0.28%)	  平均亏损率：	-283(-0.28%) 
  最大盈利额：		4500(4.72%)	  最大亏损额：	-2220(-2.60%) 
  平均盈利周期：	1		  平均亏损周期：	1 
  最大盈利周期：	1		  最大亏损周期：	1 
  最大连续盈利次数：	14		  最大连续亏损次数：	11 
  最大连续盈利：	4560(4.79%)	  最大连续亏损：	-3660(-4.06%) 
 
  空仓总时间：		0		  最长空仓时间：	0 
  空仓时间/总时间：	0.00% 
 
 
开仓时间	开仓价格	交易类型	平仓时间	平仓价格	手数	手续费	盈利	扣除手续费后盈利	总资金	平仓类型
20140530 11:17	2141.2	空头	20140530 11:18	2142.8	1	0.00	-480	-480.0	98982.1	正常
20140530 11:18	2142.8	多头	20140530 11:19	2142.0	1	0.00	-240	-240.0	98742.0	正常
20140530 11:19	2142.0	空头	20140530 11:20	2144.0	1	0.00	-600	-600.0	98142.0	正常
20140530 11:20	2144.0	多头	20140530 11:21	2144.6	1	0.00	180	180.0	98322.1	正常
20140530 11:21	2144.6	空头	20140530 11:22	2144.0	1	0.00	180	180.0	98502.1	正常
20140530 11:22	2144.0	多头	20140530 11:23	2144.4	1	0.00	120	120.0	98622.1	正常
20140530 11:23	2144.4	空头	20140530 11:24	2143.6	1	0.00	240	239.9	98862.0	正常
20140530 11:24	2143.6	多头	20140530 11:25	2143.2	1	0.00	-120	-120.0	98742.0	正常
20140530 11:25	2143.2	空头	20140530 11:26	2144.0	1	0.00	-240	-240.0	98502.0	正常
20140530 11:26	2144.0	多头	20140530 11:27	2143.4	1	0.00	-180	-180.0	98321.9	正常
20140530 11:27	2143.4	空头	20140530 11:28	2145.0	1	0.00	-480	-480.0	97841.9	正常
20140530 11:28	2145.0	多头	20140530 11:29	2144.4	1	0.00	-180	-180.0	97661.9	正常
20140530 11:29	2144.4	空头	20140530 13:00	2143.8	1	0.00	180	180.0	97841.8	正常
20140530 13:00	2143.8	多头	20140530 13:01	2143.6	1	0.00	-60	-60.0	97781.8	正常
20140530 13:01	2143.6	空头	20140530 13:02	2143.4	1	0.00	60	60.1	97841.9	正常
20140530 13:02	2143.4	多头	20140530 13:03	2143.4	1	0.00	0	0.0	97841.9	正常
20140530 13:03	2143.4	空头	20140530 13:04	2143.8	1	0.00	-120	-120.0	97721.8	正常
20140530 13:04	2143.8	多头	20140530 13:05	2144.2	1	0.00	120	120.0	97841.8	正常
20140530 13:05	2144.2	空头	20140530 13:06	2144.2	1	0.00	0	0.0	97841.8	正常
20140530 13:06	2144.2	多头	20140530 13:07	2144.2	1	0.00	0	0.0	97841.8	正常
20140530 13:07	2144.2	空头	20140530 13:08	2148.0	1	0.00	-1140	-1140.0	96701.8	正常
20140530 13:08	2148.0	多头	20140530 13:09	2148.2	1	0.00	60	60.0	96761.8	正常
20140530 13:09	2148.2	空头	20140530 13:10	2147.8	1	0.00	120	120.0	96881.8	正常
20140530 13:10	2147.8	多头	20140530 13:11	2150.0	1	0.00	660	660.0	97541.7	正常
20140530 13:11	2150.0	空头	20140530 13:12	2149.4	1	0.00	180	180.0	97721.8	正常
20140530 13:12	2149.4	多头	20140530 13:13	2149.0	1	0.00	-120	-120.0	97601.8	正常
20140530 13:13	2149.0	空头	20140530 13:14	2148.4	1	0.00	180	180.0	97781.8	正常
20140530 13:14	2148.4	多头	20140530 13:15	2149.6	1	0.00	360	360.1	98141.9	正常
20140530 13:15	2149.6	空头	20140530 13:16	2148.4	1	0.00	360	360.1	98502.0	正常
20140530 13:16	2148.4	多头	20140530 13:17	2148.6	1	0.00	60	60.1	98562.0	正常
20140530 13:17	2148.6	空头	20140530 13:18	2150.6	1	0.00	-600	-600.0	97962.0	正常
20140530 13:18	2150.6	多头	20140530 13:19	2151.0	1	0.00	120	120.0	98082.0	正常
20140530 13:19	2151.0	空头	20140530 13:20	2150.4	1	0.00	180	180.0	98262.0	正常
20140530 13:20	2150.4	多头	20140530 13:21	2149.8	1	0.00	-180	-180.0	98082.1	正常
20140530 13:21	2149.8	空头	20140530 13:22	2148.8	1	0.00	300	300.0	98382.1	正常
20140530 13:22	2148.8	多头	20140530 13:23	2148.8	1	0.00	0	0.0	98382.1	正常
20140530 13:23	2148.8	空头	20140530 13:24	2149.2	1	0.00	-120	-120.0	98262.1	正常
20140530 13:24	2149.2	多头	20140530 13:25	2147.8	1	0.00	-420	-420.0	97842.1	正常
20140530 13:25	2147.8	空头	20140530 13:26	2149.2	1	0.00	-420	-420.0	97422.2	正常
20140530 13:26	2149.2	多头	20140530 13:27	2152.4	1	0.00	960	960.0	98382.1	正常
20140530 13:27	2152.4	空头	20140530 13:28	2152.2	1	0.00	60	60.0	98442.1	正常
20140530 13:28	2152.2	多头	20140530 13:29	2151.2	1	0.00	-300	-300.0	98142.1	正常
20140530 13:29	2151.2	空头	20140530 13:30	2151.6	1	0.00	-120	-120.0	98022.1	正常
20140530 13:30	2151.6	多头	20140530 13:31	2151.0	1	0.00	-180	-180.0	97842.0	正常
20140530 13:31	2151.0	空头	20140530 13:32	2151.2	1	0.00	-60	-60.0	97782.1	正常
20140530 13:32	2151.2	多头	20140530 13:33	2152.2	1	0.00	300	300.0	98082.1	正常
20140530 13:33	2152.2	空头	20140530 13:34	2150.8	1	0.00	420	420.0	98502.0	正常
20140530 13:34	2150.8	多头	20140530 13:35	2149.8	1	0.00	-300	-300.0	98202.0	正常
20140530 13:35	2149.8	空头	20140530 13:36	2150.4	1	0.00	-180	-180.0	98022.1	正常
20140530 13:36	2150.4	多头	20140530 13:37	2152.0	1	0.00	480	480.0	98502.1	正常
20140530 13:37	2152.0	空头	20140530 13:38	2152.4	1	0.00	-120	-120.0	98382.1	正常
20140530 13:38	2152.4	多头	20140530 13:39	2151.6	1	0.00	-240	-239.9	98142.2	正常
20140530 13:39	2151.6	空头	20140530 13:40	2150.8	1	0.00	240	240.0	98382.2	正常
20140530 13:40	2150.8	多头	20140530 13:41	2151.4	1	0.00	180	180.0	98562.2	正常
20140530 13:41	2151.4	空头	20140530 13:42	2149.6	1	0.00	540	539.9	99102.1	正常
20140530 13:42	2149.6	多头	20140530 13:43	2149.2	1	0.00	-120	-120.0	98982.1	正常
20140530 13:43	2149.2	空头	20140530 13:44	2149.8	1	0.00	-180	-180.0	98802.0	正常
20140530 13:44	2149.8	多头	20140530 13:45	2151.6	1	0.00	540	540.0	99342.0	正常
20140530 13:45	2151.6	空头	20140530 13:46	2151.6	1	0.00	0	0.0	99342.0	正常
20140530 13:46	2151.6	多头	20140530 13:47	2152.0	1	0.00	120	120.0	99462.0	正常
20140530 13:47	2152.0	空头	20140530 13:48	2152.0	1	0.00	0	0.0	99462.0	正常
20140530 13:48	2152.0	多头	20140530 13:49	2153.0	1	0.00	300	300.0	99762.0	正常
20140530 13:49	2153.0	空头	20140530 13:50	2154.2	1	0.00	-360	-360.0	99402.0	正常
20140530 13:50	2154.2	多头	20140530 13:51	2154.8	1	0.00	180	180.0	99582.1	正常
20140530 13:51	2154.8	空头	20140530 13:52	2153.2	1	0.00	480	480.0	100062.1	正常
20140530 13:52	2153.2	多头	20140530 13:53	2152.8	1	0.00	-120	-120.0	99942.1	正常
20140530 13:53	2152.8	空头	20140530 13:54	2152.0	1	0.00	240	240.0	100182.1	正常
20140530 13:54	2152.0	多头	20140530 13:55	2150.4	1	0.00	-480	-480.0	99702.1	正常
20140530 13:55	2150.4	空头	20140530 13:56	2149.6	1	0.00	240	239.9	99942.0	正常
20140530 13:56	2149.6	多头	20140530 13:57	2149.2	1	0.00	-120	-120.0	99822.0	正常
20140530 13:57	2149.2	空头	20140530 13:58	2149.6	1	0.00	-120	-120.0	99702.0	正常
20140530 13:58	2149.6	多头	20140530 13:59	2149.6	1	0.00	0	0.0	99702.0	正常
20140530 13:59	2149.6	空头	20140530 14:00	2147.6	1	0.00	600	600.0	100302.0	正常
20140530 14:00	2147.6	多头	20140530 14:01	2147.0	1	0.00	-180	-180.0	100121.9	正常
20140530 14:01	2147.0	空头	20140530 14:02	2147.4	1	0.00	-120	-120.0	100002.0	正常
20140530 14:02	2147.4	多头	20140530 14:03	2147.4	1	0.00	0	0.0	100002.0	正常
20140530 14:03	2147.4	空头	20140530 14:04	2147.2	1	0.00	60	60.0	100061.9	正常
20140530 14:04	2147.2	多头	20140530 14:05	2146.8	1	0.00	-120	-120.0	99942.0	正常
20140530 14:05	2146.8	空头	20140530 14:06	2147.2	1	0.00	-120	-120.0	99822.0	正常
20140530 14:06	2147.2	多头	20140530 14:07	2147.8	1	0.00	180	180.0	100002.0	正常
20140530 14:07	2147.8	空头	20140530 14:08	2146.6	1	0.00	360	360.0	100362.0	正常
20140530 14:08	2146.6	多头	20140530 14:09	2146.6	1	0.00	0	0.0	100362.0	正常
20140530 14:09	2146.6	空头	20140530 14:10	2147.0	1	0.00	-120	-120.0	100242.0	正常
20140530 14:10	2147.0	多头	20140530 14:11	2145.6	1	0.00	-420	-420.0	99822.1	正常
20140530 14:11	2145.6	空头	20140530 14:12	2143.8	1	0.00	540	540.0	100362.1	正常
20140530 14:12	2143.8	多头	20140530 14:13	2143.0	1	0.00	-240	-240.0	100122.1	正常
20140530 14:13	2143.0	空头	20140530 14:14	2143.8	1	0.00	-240	-240.0	99882.1	正常
20140530 14:14	2143.8	多头	20140530 14:15	2144.0	1	0.00	60	60.0	99942.0	正常
20140530 14:15	2144.0	空头	20140530 14:16	2144.8	1	0.00	-240	-240.0	99702.0	正常
20140530 14:16	2144.8	多头	20140530 14:17	2145.2	1	0.00	120	120.0	99822.0	正常
20140530 14:17	2145.2	空头	20140530 14:18	2146.2	1	0.00	-300	-300.0	99522.0	正常
20140530 14:18	2146.2	多头	20140530 14:19	2146.0	1	0.00	-60	-60.0	99462.0	正常
20140530 14:19	2146.0	空头	20140530 14:20	2145.0	1	0.00	300	300.0	99762.0	正常
20140530 14:20	2145.0	多头	20140530 14:21	2145.8	1	0.00	240	240.0	100002.0	正常
20140530 14:21	2145.8	空头	20140530 14:22	2145.8	1	0.00	0	0.0	100002.0	正常
20140530 14:22	2145.8	多头	20140530 14:23	2144.4	1	0.00	-420	-420.0	99582.0	正常
20140530 14:23	2144.4	空头	20140530 14:24	2145.0	1	0.00	-180	-180.0	99402.0	正常
20140530 14:24	2145.0	多头	20140530 14:25	2143.8	1	0.00	-360	-360.0	99042.0	正常
20140530 14:25	2143.8	空头	20140530 14:26	2144.4	1	0.00	-180	-180.0	98862.0	正常
20140530 14:26	2144.4	多头	20140530 14:27	2145.2	1	0.00	240	240.0	99102.0	正常
20140530 14:27	2145.2	空头	20140530 14:28	2146.4	1	0.00	-360	-360.0	98742.0	正常
20140530 14:28	2146.4	多头	20140530 14:29	2146.4	1	0.00	0	0.0	98742.0	正常
20140530 14:29	2146.4	空头	20140530 14:30	2147.2	1	0.00	-240	-240.0	98502.0	正常
20140530 14:30	2147.2	多头	20140530 14:31	2148.0	1	0.00	240	240.0	98742.0	正常
20140530 14:31	2148.0	空头	20140530 14:32	2147.8	1	0.00	60	60.0	98802.0	正常
20140530 14:32	2147.8	多头	20140530 14:33	2148.6	1	0.00	240	240.0	99042.0	正常
20140530 14:33	2148.6	空头	20140530 14:34	2148.6	1	0.00	0	0.0	99042.0	正常
20140530 14:34	2148.6	多头	20140530 14:35	2147.8	1	0.00	-240	-240.0	98802.0	正常
20140530 14:35	2147.8	空头	20140530 14:36	2147.6	1	0.00	60	60.0	98862.0	正常
20140530 14:36	2147.6	多头	20140530 14:37	2147.2	1	0.00	-120	-120.0	98742.0	正常
20140530 14:37	2147.2	空头	20140530 14:38	2147.0	1	0.00	60	60.0	98802.0	正常
20140530 14:38	2147.0	多头	20140530 14:39	2146.6	1	0.00	-120	-120.0	98682.0	正常
20140530 14:39	2146.6	空头	20140530 14:40	2144.8	1	0.00	540	540.0	99222.0	正常
20140530 14:40	2144.8	多头	20140530 14:41	2143.0	1	0.00	-540	-540.0	98682.0	正常
20140530 14:41	2143.0	空头	20140530 14:42	2142.4	1	0.00	180	180.0	98862.0	正常
20140530 14:42	2142.4	多头	20140530 14:43	2142.8	1	0.00	120	120.0	98982.1	正常
20140530 14:43	2142.8	空头	20140530 14:44	2143.0	1	0.00	-60	-60.0	98922.1	正常
20140530 14:44	2143.0	多头	20140530 14:45	2143.4	1	0.00	120	120.0	99042.0	正常
20140530 14:45	2143.4	空头	20140530 14:46	2143.4	1	0.00	0	0.0	99042.0	正常
20140530 14:46	2143.4	多头	20140530 14:47	2144.2	1	0.00	240	240.0	99282.1	正常
20140530 14:47	2144.2	空头	20140530 14:48	2143.8	1	0.00	120	120.0	99402.0	正常
20140530 14:48	2143.8	多头	20140530 14:49	2144.2	1	0.00	120	120.0	99522.0	正常
20140530 14:49	2144.2	空头	20140530 14:50	2142.6	1	0.00	480	480.0	100002.0	正常
20140530 14:50	2142.6	多头	20140530 14:51	2141.6	1	0.00	-300	-300.0	99702.0	正常
20140530 14:51	2141.6	空头	20140530 14:52	2141.2	1	0.00	120	120.0	99822.0	正常
20140530 14:52	2141.2	多头	20140530 14:53	2140.4	1	0.00	-240	-240.0	99582.0	正常
20140530 14:53	2140.4	空头	20140530 14:54	2140.4	1	0.00	0	0.0	99582.0	正常
20140530 14:54	2140.4	多头	20140530 14:55	2140.2	1	0.00	-60	-60.0	99522.0	正常
20140530 14:55	2140.2	空头	20140530 14:56	2140.4	1	0.00	-60	-60.0	99462.0	正常
20140530 14:56	2140.4	多头	20140530 14:57	2140.6	1	0.00	60	60.1	99522.1	正常
20140530 14:57	2140.6	空头	20140530 14:58	2139.8	1	0.00	240	240.0	99762.1	正常
20140530 14:58	2139.8	多头	20140530 14:59	2139.4	1	0.00	-120	-120.0	99642.0	正常
20140530 14:59	2139.4	空头	20140530 15:00	2138.2	1	0.00	360	360.0	100002.0	正常
20140530 15:00	2138.2	多头	20140530 15:01	2138.4	1	0.00	60	60.0	100062.0	正常
20140530 15:01	2138.4	空头	20140530 15:02	2137.6	1	0.00	240	239.9	100302.0	正常
20140530 15:02	2137.6	多头	20140530 15:03	2137.0	1	0.00	-180	-180.0	100121.9	正常
20140530 15:03	2137.0	空头	20140530 15:04	2136.8	1	0.00	60	60.0	100181.9	正常
20140530 15:04	2136.8	多头	20140530 15:05	2137.4	1	0.00	180	180.0	100361.9	正常
20140530 15:05	2137.4	空头	20140530 15:06	2138.4	1	0.00	-300	-300.0	100061.9	正常
20140530 15:06	2138.4	多头	20140530 15:07	2138.2	1	0.00	-60	-60.0	100001.9	正常
20140530 15:07	2138.2	空头	20140530 15:08	2138.0	1	0.00	60	60.0	100061.9	正常
20140530 15:08	2138.0	多头	20140530 15:09	2137.6	1	0.00	-120	-120.0	99941.9	正常
20140530 15:09	2137.6	空头	20140530 15:10	2137.6	1	0.00	0	0.0	99941.9	正常
20140530 15:10	2137.6	多头	20140530 15:11	2139.0	1	0.00	420	420.0	100361.9	正常
20140530 15:11	2139.0	空头	20140530 15:12	2138.8	1	0.00	60	60.0	100421.8	正常
20140530 15:12	2138.8	多头	20140530 15:13	2137.6	1	0.00	-360	-360.0	100061.9	正常
20140530 15:13	2137.6	空头	20140530 15:14	2138.2	1	0.00	-180	-180.0	99881.9	正常
20140530 15:14	2138.2	多头	20140603 09:15	2146.6	1	0.00	2520	2520.0	102402.0	正常
20140603 09:15	2146.6	空头	20140603 09:16	2146.8	1	0.00	-60	-60.0	102342.0	正常
20140603 09:16	2146.8	多头	20140603 09:17	2147.0	1	0.00	60	60.0	102402.0	正常
20140603 09:17	2147.0	空头	20140603 09:18	2147.0	1	0.00	0	0.0	102402.0	正常
20140603 09:18	2147.0	多头	20140603 09:19	2146.0	1	0.00	-300	-300.0	102102.0	正常
20140603 09:19	2146.0	空头	20140603 09:20	2146.4	1	0.00	-120	-120.0	101982.0	正常
20140603 09:20	2146.4	多头	20140603 09:21	2146.0	1	0.00	-120	-120.0	101862.0	正常
20140603 09:21	2146.0	空头	20140603 09:22	2146.2	1	0.00	-60	-60.0	101802.0	正常
20140603 09:22	2146.2	多头	20140603 09:23	2146.0	1	0.00	-60	-60.0	101742.0	正常
20140603 09:23	2146.0	空头	20140603 09:24	2144.6	1	0.00	420	420.0	102162.0	正常
20140603 09:24	2144.6	多头	20140603 09:25	2143.8	1	0.00	-240	-240.0	101922.0	正常
20140603 09:25	2143.8	空头	20140603 09:26	2144.6	1	0.00	-240	-240.0	101682.0	正常
20140603 09:26	2144.6	多头	20140603 09:27	2144.2	1	0.00	-120	-120.0	101561.9	正常
20140603 09:27	2144.2	空头	20140603 09:28	2145.0	1	0.00	-240	-240.0	101321.9	正常
20140603 09:28	2145.0	多头	20140603 09:29	2144.4	1	0.00	-180	-180.0	101141.9	正常
20140603 09:29	2144.4	空头	20140603 09:30	2145.2	1	0.00	-240	-240.0	100901.9	正常
20140603 09:30	2145.2	多头	20140603 09:31	2146.2	1	0.00	300	300.0	101201.9	正常
20140603 09:31	2146.2	空头	20140603 09:32	2146.6	1	0.00	-120	-120.0	101081.8	正常
20140603 09:32	2146.6	多头	20140603 09:33	2146.0	1	0.00	-180	-180.0	100901.8	正常
20140603 09:33	2146.0	空头	20140603 09:34	2147.0	1	0.00	-300	-300.0	100601.8	正常
20140603 09:34	2147.0	多头	20140603 09:35	2146.4	1	0.00	-180	-180.0	100421.8	正常
20140603 09:35	2146.4	空头	20140603 09:36	2146.0	1	0.00	120	120.0	100541.7	正常
20140603 09:36	2146.0	多头	20140603 09:37	2147.2	1	0.00	360	360.0	100901.7	正常
20140603 09:37	2147.2	空头	20140603 09:38	2146.0	1	0.00	360	360.0	101261.7	正常
20140603 09:38	2146.0	多头	20140603 09:39	2145.6	1	0.00	-120	-120.0	101141.7	正常
20140603 09:39	2145.6	空头	20140603 09:40	2145.4	1	0.00	60	60.1	101201.8	正常
20140603 09:40	2145.4	多头	20140603 09:41	2145.8	1	0.00	120	120.0	101321.8	正常
20140603 09:41	2145.8	空头	20140603 09:42	2150.6	1	0.00	-1440	-1440.0	99881.8	正常
20140603 09:42	2150.6	多头	20140603 09:43	2149.4	1	0.00	-360	-360.1	99521.8	正常
20140603 09:43	2149.4	空头	20140603 09:44	2150.8	1	0.00	-420	-420.0	99101.7	正常
20140603 09:44	2150.8	多头	20140603 09:45	2150.6	1	0.00	-60	-60.0	99041.7	正常
20140603 09:45	2150.6	空头	20140603 09:46	2151.0	1	0.00	-120	-120.0	98921.8	正常
20140603 09:46	2151.0	多头	20140603 09:47	2150.4	1	0.00	-180	-180.0	98741.7	正常
20140603 09:47	2150.4	空头	20140603 09:48	2151.6	1	0.00	-360	-360.1	98381.7	正常
20140603 09:48	2151.6	多头	20140603 09:49	2150.2	1	0.00	-420	-420.0	97961.6	正常
20140603 09:49	2150.2	空头	20140603 09:50	2148.6	1	0.00	480	480.0	98441.6	正常
20140603 09:50	2148.6	多头	20140603 09:51	2148.8	1	0.00	60	60.0	98501.6	正常
20140603 09:51	2148.8	空头	20140603 09:52	2146.6	1	0.00	660	660.0	99161.5	正常
20140603 09:52	2146.6	多头	20140603 09:53	2147.4	1	0.00	240	239.9	99401.5	正常
20140603 09:53	2147.4	空头	20140603 09:54	2147.0	1	0.00	120	120.0	99521.5	正常
20140603 09:54	2147.0	多头	20140603 09:55	2148.0	1	0.00	300	300.0	99821.5	正常
20140603 09:55	2148.0	空头	20140603 09:56	2146.8	1	0.00	360	360.0	100181.4	正常
20140603 09:56	2146.8	多头	20140603 09:57	2146.0	1	0.00	-240	-240.0	99941.4	正常
20140603 09:57	2146.0	空头	20140603 09:58	2146.2	1	0.00	-60	-60.0	99881.4	正常
20140603 09:58	2146.2	多头	20140603 09:59	2146.4	1	0.00	60	60.0	99941.4	正常
20140603 09:59	2146.4	空头	20140603 10:00	2146.4	1	0.00	0	0.0	99941.4	正常
20140603 10:00	2146.4	多头	20140603 10:01	2147.0	1	0.00	180	180.0	100121.5	正常
20140603 10:01	2147.0	空头	20140603 10:02	2147.2	1	0.00	-60	-60.0	100061.5	正常
20140603 10:02	2147.2	多头	20140603 10:03	2146.8	1	0.00	-120	-120.0	99941.5	正常
20140603 10:03	2146.8	空头	20140603 10:04	2148.0	1	0.00	-360	-360.0	99581.5	正常
20140603 10:04	2148.0	多头	20140603 10:05	2147.4	1	0.00	-180	-180.0	99401.5	正常
20140603 10:05	2147.4	空头	20140603 10:06	2147.8	1	0.00	-120	-120.0	99281.4	正常
20140603 10:06	2147.8	多头	20140603 10:07	2146.6	1	0.00	-360	-360.0	98921.5	正常
20140603 10:07	2146.6	空头	20140603 10:08	2146.2	1	0.00	120	120.0	99041.5	正常
20140603 10:08	2146.2	多头	20140603 10:09	2145.4	1	0.00	-240	-240.0	98801.5	正常
20140603 10:09	2145.4	空头	20140603 10:10	2145.2	1	0.00	60	60.0	98861.5	正常
20140603 10:10	2145.2	多头	20140603 10:11	2144.2	1	0.00	-300	-300.0	98561.5	正常
20140603 10:11	2144.2	空头	20140603 10:12	2144.6	1	0.00	-120	-120.0	98441.4	正常
20140603 10:12	2144.6	多头	20140603 10:13	2145.2	1	0.00	180	180.0	98621.4	正常
20140603 10:13	2145.2	空头	20140603 10:14	2144.6	1	0.00	180	180.0	98801.3	正常
20140603 10:14	2144.6	多头	20140603 10:15	2144.4	1	0.00	-60	-60.1	98741.3	正常
20140603 10:15	2144.4	空头	20140603 10:16	2144.0	1	0.00	120	120.0	98861.2	正常
20140603 10:16	2144.0	多头	20140603 10:17	2143.2	1	0.00	-240	-240.0	98621.2	正常
20140603 10:17	2143.2	空头	20140603 10:18	2142.6	1	0.00	180	180.0	98801.2	正常
20140603 10:18	2142.6	多头	20140603 10:19	2143.2	1	0.00	180	180.0	98981.1	正常
20140603 10:19	2143.2	空头	20140603 10:20	2144.0	1	0.00	-240	-240.0	98741.1	正常
20140603 10:20	2144.0	多头	20140603 10:21	2144.6	1	0.00	180	180.0	98921.1	正常
20140603 10:21	2144.6	空头	20140603 10:22	2143.4	1	0.00	360	360.1	99281.2	正常
20140603 10:22	2143.4	多头	20140603 10:23	2143.8	1	0.00	120	120.0	99401.3	正常
20140603 10:23	2143.8	空头	20140603 10:24	2143.6	1	0.00	60	60.0	99461.2	正常
20140603 10:24	2143.6	多头	20140603 10:25	2143.8	1	0.00	60	60.0	99521.2	正常
20140603 10:25	2143.8	空头	20140603 10:26	2144.6	1	0.00	-240	-240.0	99281.2	正常
20140603 10:26	2144.6	多头	20140603 10:27	2144.4	1	0.00	-60	-60.1	99221.1	正常
20140603 10:27	2144.4	空头	20140603 10:28	2143.0	1	0.00	420	420.0	99641.1	正常
20140603 10:28	2143.0	多头	20140603 10:29	2142.8	1	0.00	-60	-60.0	99581.1	正常
20140603 10:29	2142.8	空头	20140603 10:30	2143.4	1	0.00	-180	-180.0	99401.2	正常
20140603 10:30	2143.4	多头	20140603 10:31	2143.8	1	0.00	120	120.0	99521.2	正常
20140603 10:31	2143.8	空头	20140603 10:32	2143.4	1	0.00	120	120.0	99641.3	正常
20140603 10:32	2143.4	多头	20140603 10:33	2144.8	1	0.00	420	420.0	100061.3	正常
20140603 10:33	2144.8	空头	20140603 10:34	2144.2	1	0.00	180	180.0	100241.3	正常
20140603 10:34	2144.2	多头	20140603 10:35	2144.2	1	0.00	0	0.0	100241.3	正常
20140603 10:35	2144.2	空头	20140603 10:36	2144.0	1	0.00	60	60.0	100301.3	正常
20140603 10:36	2144.0	多头	20140603 10:37	2143.2	1	0.00	-240	-240.0	100061.3	正常
20140603 10:37	2143.2	空头	20140603 10:38	2143.0	1	0.00	60	60.0	100121.3	正常
20140603 10:38	2143.0	多头	20140603 10:39	2141.6	1	0.00	-420	-420.0	99701.3	正常
20140603 10:39	2141.6	空头	20140603 10:40	2142.6	1	0.00	-300	-300.0	99401.3	正常
20140603 10:40	2142.6	多头	20140603 10:41	2142.2	1	0.00	-120	-120.0	99281.3	正常
20140603 10:41	2142.2	空头	20140603 10:42	2143.8	1	0.00	-480	-480.0	98801.3	正常
20140603 10:42	2143.8	多头	20140603 10:43	2143.8	1	0.00	0	0.0	98801.3	正常
20140603 10:43	2143.8	空头	20140603 10:44	2143.8	1	0.00	0	0.0	98801.3	正常
20140603 10:44	2143.8	多头	20140603 10:45	2144.4	1	0.00	180	180.0	98981.2	正常
20140603 10:45	2144.4	空头	20140603 10:46	2144.6	1	0.00	-60	-60.1	98921.1	正常
20140603 10:46	2144.6	多头	20140603 10:47	2145.8	1	0.00	360	360.0	99281.1	正常
20140603 10:47	2145.8	空头	20140603 10:48	2145.8	1	0.00	0	0.0	99281.1	正常
20140603 10:48	2145.8	多头	20140603 10:49	2144.8	1	0.00	-300	-300.0	98981.1	正常
20140603 10:49	2144.8	空头	20140603 10:50	2145.2	1	0.00	-120	-120.0	98861.2	正常
20140603 10:50	2145.2	多头	20140603 10:51	2145.0	1	0.00	-60	-60.0	98801.2	正常
20140603 10:51	2145.0	空头	20140603 10:52	2145.2	1	0.00	-60	-60.0	98741.2	正常
20140603 10:52	2145.2	多头	20140603 10:53	2146.8	1	0.00	480	480.0	99221.2	正常
20140603 10:53	2146.8	空头	20140603 10:54	2146.6	1	0.00	60	60.0	99281.2	正常
20140603 10:54	2146.6	多头	20140603 10:55	2144.2	1	0.00	-720	-720.0	98561.2	正常
20140603 10:55	2144.2	空头	20140603 10:56	2142.8	1	0.00	420	420.0	98981.1	正常
20140603 10:56	2142.8	多头	20140603 10:57	2142.4	1	0.00	-120	-120.0	98861.1	正常
20140603 10:57	2142.4	空头	20140603 10:58	2143.8	1	0.00	-420	-420.0	98441.0	正常
20140603 10:58	2143.8	多头	20140603 10:59	2144.2	1	0.00	120	120.0	98561.0	正常
20140603 10:59	2144.2	空头	20140603 11:00	2147.0	1	0.00	-840	-840.0	97721.0	正常
20140603 11:00	2147.0	多头	20140603 11:01	2147.2	1	0.00	60	60.0	97781.0	正常
20140603 11:01	2147.2	空头	20140603 11:02	2147.2	1	0.00	0	0.0	97781.0	正常
20140603 11:02	2147.2	多头	20140603 11:03	2147.4	1	0.00	60	60.0	97841.0	正常
20140603 11:03	2147.4	空头	20140603 11:04	2147.4	1	0.00	0	0.0	97841.0	正常
20140603 11:04	2147.4	多头	20140603 11:05	2147.0	1	0.00	-120	-120.0	97721.0	正常
20140603 11:05	2147.0	空头	20140603 11:06	2146.0	1	0.00	300	300.0	98021.0	正常
20140603 11:06	2146.0	多头	20140603 11:07	2143.6	1	0.00	-720	-720.0	97301.0	正常
20140603 11:07	2143.6	空头	20140603 11:08	2143.8	1	0.00	-60	-60.0	97241.0	正常
20140603 11:08	2143.8	多头	20140603 11:09	2144.8	1	0.00	300	300.0	97541.0	正常
20140603 11:09	2144.8	空头	20140603 11:10	2143.4	1	0.00	420	420.0	97961.1	正常
